,total,Taxonomy
Zotu1699,101,Bacteria(100.00000000000003);Proteobacteria(100.00000000000003);Gammaproteobacteria(100.00000000000003);Pseudomonadales(100.00000000000003);Moraxellaceae(100.00000000000003);Acinetobacter(100.00000000000003);Acinetobacter ursingii DSM 16037 = CIP 107286(63.509157509157504)
Zotu17,79297,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Enterobacterales(100.00000000000001);Yersiniaceae(100.00000000000001);Serratia(100.00000000000001);Serratia marcescens(82.00000000000001)
Zotu170,5945,Bacteria(99.99999999999997);Firmicutes(99.99999999999997);Clostridia(99.99999999999997);Peptostreptococcales-Tissierellales(99.99999999999997);Anaerococcus(99.99999999999997);uncultured bacterium(89.68103217429466);unidentified(99.99999999999997)
Zotu1704,132,Bacteria(100.00000000000001);Patescibacteria(100.00000000000001);Saccharimonadia(100.00000000000001);Saccharimonadales(100.00000000000001);Saccharimonadaceae(100.00000000000001);TM7x(98.56666666666668);Candidatus Saccharibacteria oral taxon TM7x(44.27728105228106)
Zotu1705,107,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Anaerovoracaceae(100.0);Family XIII UCG-001(100.0);Peptostreptococcaceae bacterium canine oral taxon 139(100.0)
Zotu1709,436,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Bacilli(99.99999999999999);Staphylococcales(99.99999999999999);Staphylococcaceae(99.99999999999999);Staphylococcus(99.99999999999999);uncultured bacterium(99.99999999999999)
Zotu171,5939,Bacteria(100.00000000000003);Firmicutes(100.00000000000003);Clostridia(100.00000000000003);Peptostreptococcales-Tissierellales(100.00000000000003);Anaerococcus(100.00000000000003);uncultured bacterium(89.31521935146952);unidentified(100.00000000000003)
Zotu172,4648,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Veillonella(100.0);uncultured organism(44.844306287027436)
Zotu1721,205,Bacteria(99.99999999999996);Actinobacteriota(99.99999999999996);Actinobacteria(99.99999999999996);Corynebacteriales(99.99999999999996);Corynebacteriaceae(99.99999999999996);Corynebacterium(99.99999999999996);uncultured bacterium(77.54792876500188)
Zotu1729,105,Bacteria(99.99999999999997);Actinobacteriota(99.99999999999997);Actinobacteria(99.99999999999997);Corynebacteriales(99.99999999999997);Corynebacteriaceae(99.99999999999997);Corynebacterium(99.99999999999997);uncultured bacterium(96.07356314309627)
Zotu173,5471,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Streptococcaceae(100.00000000000001);Streptococcus(100.00000000000001);uncultured bacterium(38.00000000000001)
Zotu174,5946,Bacteria(100.00000000000003);Firmicutes(100.00000000000003);Bacilli(100.00000000000003);Lactobacillales(100.00000000000003);Carnobacteriaceae(90.65571127905555);Granulicatella(90.65571127905555);uncultured bacterium(81.61030735278325)
Zotu1741,119,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Clostridia(100.00000000000001);Lachnospirales(100.00000000000001);Lachnospiraceae(100.00000000000001);Oribacterium(100.00000000000001);uncultured bacterium(39.366666666666674)
Zotu175,5952,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Bacilli(99.99999999999999);Lactobacillales(99.99999999999999);Carnobacteriaceae(90.97109032788661);Granulicatella(90.97109032788661);uncultured bacterium(81.7320879451772)
Zotu1751,108,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Tannerellaceae(100.0);Tannerella(100.0);Tannerella sp. oral taxon HOT-286(48.085470085470085)
Zotu1754,172,Bacteria(100.00000000000003);Actinobacteriota(100.00000000000003);Actinobacteria(100.00000000000003);Corynebacteriales(100.00000000000003);Corynebacteriaceae(100.00000000000003);Corynebacterium(100.00000000000003);uncultured bacterium(96.8769758168293)
Zotu176,5430,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Streptococcaceae(100.00000000000001);Streptococcus(100.00000000000001);uncultured bacterium(38.00000000000001)
Zotu177,4314,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Veillonella(100.0);uncultured organism(50.54090991134465)
Zotu1775,104,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Actinomycetales(99.99999999999999);Actinomycetaceae(92.66666666666667);Actinomyces(92.66666666666667);uncultured bacterium(76.49999999999999)
Zotu178,1840,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Oceanospirillales(100.0);Halomonadaceae(100.0);Halomonas(100.0);Halomonas sp. H1-55(26.245762882852297)
Zotu1786,151,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Corynebacteriales(99.99999999999999);Corynebacteriaceae(99.99999999999999);Corynebacterium(99.99999999999999);Corynebacterium singulare(41.164643749783075)
Zotu1799,168,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);Corynebacterium singulare(44.99978901817136)
Zotu18,74714,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Enterobacterales(100.00000000000001);Yersiniaceae(100.00000000000001);Serratia(100.00000000000001);Serratia marcescens(82.00000000000001)
Zotu180,4296,Bacteria(99.9999999999999);Actinobacteriota(99.9999999999999);Actinobacteria(99.9999999999999);Micrococcales(99.9999999999999);Micrococcaceae(99.9999999999999);Rothia(99.9999999999999);uncultured bacterium(86.25617805084543)
Zotu181,4903,Bacteria(100.00000000000009);Fusobacteriota(100.00000000000009);Fusobacteriia(100.00000000000009);Fusobacteriales(100.00000000000009);Fusobacteriaceae(100.00000000000009);Fusobacterium(100.00000000000009);uncultured bacterium(68.23537442472932)
Zotu182,4748,Bacteria(100.0);Fusobacteriota(100.0);Fusobacteriia(100.0);Fusobacteriales(100.0);Fusobacteriaceae(100.0);Fusobacterium(100.0);uncultured bacterium(68.75463827254478)
Zotu183,4218,Bacteria(100.00000000000003);Actinobacteriota(100.00000000000003);Actinobacteria(100.00000000000003);Micrococcales(100.00000000000003);Micrococcaceae(100.00000000000003);Rothia(100.00000000000003);uncultured bacterium(86.304472561035)
Zotu1837,126,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(53.97817460317461)
Zotu1839,105,Bacteria(99.99999999999997);Proteobacteria(99.94444444444441);Alphaproteobacteria(99.94444444444441);Rickettsiales(99.94444444444441);Mitochondria(99.94444444444441);Syzygium luehmannii(93.50714285714284);unidentified(99.99999999999997)
Zotu184,3980,Bacteria(100.0000000000001);Firmicutes(100.0000000000001);Negativicutes(100.0000000000001);Veillonellales-Selenomonadales(100.0000000000001);Veillonellaceae(100.0000000000001);Veillonella(100.0000000000001);uncultured bacterium(42.26790678110375)
Zotu1842,105,Bacteria(99.99999999999999);Patescibacteria(99.99999999999999);Saccharimonadia(99.99999999999999);Saccharimonadales(99.99999999999999);Saccharimonadaceae(99.99999999999999);TM7x(99.60555555555554);Candidatus Saccharibacteria oral taxon TM7x(47.41474081474083)
Zotu185,4567,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);Corynebacterium kroppenstedtii(99.33333333333334)
Zotu186,1649,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Bacillales(100.00000000000001);Bacillaceae(100.00000000000001);Bacillus(100.00000000000001);Bacillus coagulans(70.00000000000001)
Zotu187,4619,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Burkholderiales(99.99999999999999);Neisseriaceae(99.99999999999999);uncultured(99.99999999999999);uncultured bacterium(99.99999999999999)
Zotu188,4491,Bacteria(100.00000000000034);Fusobacteriota(100.00000000000034);Fusobacteriia(100.00000000000034);Fusobacteriales(100.00000000000034);Fusobacteriaceae(100.00000000000034);Fusobacterium(100.00000000000034);uncultured bacterium(57.92402341204924)
Zotu189,4534,Bacteria(99.99999999999997);Fusobacteriota(99.99999999999997);Fusobacteriia(99.99999999999997);Fusobacteriales(99.99999999999997);Fusobacteriaceae(99.99999999999997);Fusobacterium(99.99999999999997);uncultured bacterium(58.88978624963462)
Zotu19,142,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Corynebacteriales(100.00000000000001);Corynebacteriaceae(100.00000000000001);Lawsonella(99.78240740740742);uncultured bacterium(69.1008813367476)
Zotu190,4497,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Alloprevotella(100.00000000000001);uncultured bacterium(84.41713564213566)
Zotu191,4391,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Alloprevotella(100.00000000000001);uncultured bacterium(85.43881673881674)
Zotu1918,140,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(98.27609855597723)
Zotu193,4257,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);Corynebacterium kroppenstedtii(99.39999999999999)
Zotu194,1594,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Bacillales(100.00000000000001);Bacillaceae(100.00000000000001);Bacillus(100.00000000000001);Bacillus coagulans(70.00000000000001)
Zotu195,3869,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Negativicutes(99.99999999999999);Veillonellales-Selenomonadales(99.99999999999999);Veillonellaceae(99.99999999999999);Veillonella(99.99999999999999);uncultured bacterium(41.495421768118895)
Zotu1955,115,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Actinomycetales(100.0);Actinomycetaceae(100.0);Actinomyces(100.0);uncultured bacterium(79.51666666666668)
Zotu196,4375,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);uncultured(100.0);uncultured bacterium(100.0)
Zotu197,3736,Bacteria(100.00000000000004);Firmicutes(100.00000000000004);Negativicutes(100.00000000000004);Veillonellales-Selenomonadales(100.00000000000004);Veillonellaceae(100.00000000000004);Veillonella(100.00000000000004);uncultured bacterium(91.54913419913423)
Zotu198,3640,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Veillonella(100.0);uncultured bacterium(92.4245670995671)
Zotu1988,120,Bacteria(99.99999999999993);Actinobacteriota(99.99999999999993);Actinobacteria(99.99999999999993);Corynebacteriales(99.99999999999993);Corynebacteriaceae(99.99999999999993);Corynebacterium(99.99999999999993);uncultured bacterium(64.89026821165221)
Zotu199,3776,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Micrococcales(100.0);Micrococcaceae(100.0);Rothia(100.0);uncultured bacterium(56.20057273191597)
Zotu2,489843,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Staphylococcales(100.00000000000001);Staphylococcaceae(100.00000000000001);Staphylococcus(100.00000000000001);uncultured bacterium(60.00000000000001)
Zotu20,53698,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Burkholderiales(99.99999999999999);Neisseriaceae(99.99999999999999);uncultured(99.99999999999999);uncultured bacterium(99.99999999999999)
Zotu201,3223,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Bacillales(100.0);Bacillaceae(100.0);Bacillus(99.6474558050645);Bacillus thermoamylovorans(70.96505704440486)
Zotu204,3360,Bacteria(100.00000000000006);Actinobacteriota(100.00000000000006);Actinobacteria(100.00000000000006);Corynebacteriales(100.00000000000006);Corynebacteriaceae(100.00000000000006);Corynebacterium(100.00000000000006);uncultured bacterium(66.98031617024114)
Zotu205,3794,Bacteria(100.00000000000007);Firmicutes(100.00000000000007);Clostridia(100.00000000000007);Peptostreptococcales-Tissierellales(100.00000000000007);Anaerococcus(100.00000000000007);uncultured bacterium(97.7930027080763);unidentified(100.00000000000007)
Zotu2054,108,Bacteria(100.00000000000011);Proteobacteria(100.00000000000011);Gammaproteobacteria(100.00000000000011);Enterobacterales(100.00000000000011);Enterobacteriaceae(100.00000000000011);Enterobacter(97.6671794871796);Enterobacter cloacae(20.995384615384605)
Zotu206,3665,Bacteria(99.99999999999997);Actinobacteriota(99.99999999999997);Actinobacteria(99.99999999999997);Micrococcales(99.99999999999997);Micrococcaceae(99.99999999999997);Rothia(99.99999999999997);uncultured bacterium(57.39511937394453)
Zotu207,3389,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Oceanospirillales(100.0);Nitrincolaceae(100.0);Neptunomonas(100.0);Neptunomonas phycophila(99.0)
Zotu21,54093,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Neisseriaceae(100.0);uncultured(100.0);uncultured bacterium(100.0)
Zotu210,3361,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Streptococcaceae(100.00000000000001);Streptococcus(100.00000000000001);Streptococcus parasanguinis(24.696939226154278)
Zotu212,3074,Bacteria(99.99999999999993);Actinobacteriota(99.99999999999993);Actinobacteria(99.99999999999993);Corynebacteriales(99.99999999999993);Corynebacteriaceae(99.99999999999993);Corynebacterium(99.99999999999993);uncultured bacterium(66.77630827980809)
Zotu2125,182,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(98.00704604910874)
Zotu213,3444,Bacteria(99.99999999999994);Firmicutes(99.99999999999994);Bacilli(99.99999999999994);Lactobacillales(99.99999999999994);Streptococcaceae(99.99999999999994);Streptococcus(99.99999999999994);Streptococcus parasanguinis(24.04763468291389)
Zotu214,3284,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Oceanospirillales(100.0);Nitrincolaceae(100.0);Neptunomonas(100.0);Neptunomonas phycophila(100.0)
Zotu215,3311,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Oceanospirillales(100.0);Nitrincolaceae(100.0);Neptunomonas(100.0);Neptunomonas phycophila(99.0)
Zotu216,4563,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Negativicutes(100.00000000000001);Veillonellales-Selenomonadales(100.00000000000001);Veillonellaceae(100.00000000000001);Veillonella(100.00000000000001);uncultured bacterium(82.00000000000001)
Zotu2165,104,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured Prevotella sp.(100.0)
Zotu217,3157,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Oceanospirillales(100.0);Nitrincolaceae(100.0);Neptunomonas(100.0);Neptunomonas phycophila(98.5)
Zotu2175,599,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Staphylococcales(100.00000000000001);Staphylococcaceae(100.00000000000001);Staphylococcus(100.00000000000001);Staphylococcus auricularis(69.33341042208085)
Zotu2187,570,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Staphylococcales(100.0);Staphylococcaceae(100.0);Staphylococcus(100.0);Staphylococcus auricularis(71.50837522692362)
Zotu219,3155,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Oceanospirillales(100.0);Nitrincolaceae(100.0);Neptunomonas(100.0);Neptunomonas phycophila(99.0)
Zotu22,151,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Lawsonella(99.67676767676768);uncultured bacterium(70.73855460717621)
Zotu220,3430,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Clostridia(100.00000000000001);Peptostreptococcales-Tissierellales(100.00000000000001);Anaerococcus(100.00000000000001);uncultured bacterium(96.85006757947936);unidentified(100.00000000000001)
Zotu221,3006,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Bacilli(99.99999999999999);Bacillales(99.99999999999999);Bacillaceae(99.99999999999999);Bacillus(99.10762570762569);Bacillus thermoamylovorans(66.76931081250305)
Zotu222,4350,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Negativicutes(100.00000000000001);Veillonellales-Selenomonadales(100.00000000000001);Veillonellaceae(100.00000000000001);Veillonella(100.00000000000001);uncultured bacterium(82.00000000000001)
Zotu223,3069,Bacteria(100.00000000000003);Proteobacteria(100.00000000000003);Gammaproteobacteria(100.00000000000003);Oceanospirillales(100.00000000000003);Halomonadaceae(100.00000000000003);Halomonas(100.00000000000003);Halomonas aquamarina(21.589316407596222)
Zotu225,3675,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);Prevotella melaninogenica(69.77025677405432)
