,total,Taxonomy
Zotu374,1534,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pseudomonadales(100.00000000000001);Pseudomonadaceae(100.00000000000001);Pseudomonas(100.00000000000001);Pseudomonas koreensis(50.00000000000001)
Zotu375,464,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Bacillales(100.00000000000001);Bacillaceae(100.00000000000001);Bacillus(100.00000000000001);Bacillus licheniformis(50.00000000000001)
Zotu376,1551,Bacteria(100.00000000000003);Actinobacteriota(100.00000000000003);Actinobacteria(100.00000000000003);Propionibacteriales(100.00000000000003);Propionibacteriaceae(100.00000000000003);Cutibacterium(100.00000000000003);uncultured bacterium(61.62974224777632)
Zotu378,1560,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(64.92596847596849)
Zotu379,1940,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Alloprevotella(100.00000000000001);uncultured bacterium(78.68095238095239)
Zotu38,30696,Bacteria(100.00000000000007);Actinobacteriota(100.00000000000007);Actinobacteria(100.00000000000007);Propionibacteriales(100.00000000000007);Propionibacteriaceae(100.00000000000007);Cutibacterium(100.00000000000007);uncultured bacterium(88.21999999999998)
Zotu380,1417,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Burkholderiales(100.00000000000001);Comamonadaceae(100.00000000000001);Aquabacterium(100.00000000000001);uncultured bacterium(90.8405929038282)
Zotu381,1523,Bacteria(100.00000000000001);Patescibacteria(100.00000000000001);Gracilibacteria(100.00000000000001);Absconditabacteriales (SR1)(100.00000000000001);SR1 bacterium oral taxon 875(53.83333333333334);unidentified(100.00000000000001);unidentified(100.00000000000001)
Zotu383,1519,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Tannerellaceae(100.0);Tannerella(100.0);uncultured bacterium(27.993006993006993)
Zotu384,189,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Clostridia(99.99999999999999);Clostridiales(99.99999999999999);Clostridiaceae(99.99999999999999);Clostridium sensu stricto 9(99.99999999999999);uncultured bacterium(66.66666666666666)
Zotu385,5844,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Staphylococcales(100.0);Staphylococcaceae(100.0);Staphylococcus(100.0);uncultured bacterium(100.0)
Zotu386,1687,Unclassified
Zotu387,1476,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pseudomonadales(100.00000000000001);Pseudomonadaceae(100.00000000000001);Pseudomonas(100.00000000000001);Pseudomonas koreensis(50.00000000000001)
Zotu388,5923,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Staphylococcales(100.0);Staphylococcaceae(100.0);Staphylococcus(100.0);uncultured bacterium(100.0)
Zotu389,1507,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(70.0612022995924)
Zotu39,30476,Bacteria(99.99999999999953);Actinobacteriota(99.99999999999953);Actinobacteria(99.99999999999953);Propionibacteriales(99.99999999999953);Propionibacteriaceae(99.99999999999953);Cutibacterium(99.99999999999953);uncultured bacterium(84.41999999999966)
Zotu391,226,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Alcaligenaceae(100.0);Achromobacter sp. AONIH1(72.24545454545454);unidentified(73.35454545454546)
Zotu392,1535,Bacteria(100.00000000000003);Firmicutes(100.00000000000003);Bacilli(100.00000000000003);Lactobacillales(100.00000000000003);Streptococcaceae(100.00000000000003);Streptococcus(100.00000000000003);Streptococcus anginosus(49.39866444596262)
Zotu393,1564,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Actinobacillus(100.0);uncultured bacterium(47.408333333333324)
Zotu394,1578,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Burkholderiales(99.99999999999999);Oxalobacteraceae(99.99999999999999);Herbaspirillum(99.41815568332596);Herbaspirillum huttiense(51.36496442191694)
Zotu395,1508,Bacteria(100.0);Deinococcota(100.0);Deinococci(100.0);Deinococcales(100.0);Deinococcaceae(100.0);Deinococcus(100.0);Deinococcus geothermalis DSM 11300(75.5)
Zotu397,187,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Clostridia(99.99999999999999);Clostridiales(99.99999999999999);Clostridiaceae(99.99999999999999);Clostridium sensu stricto 9(99.99999999999999);uncultured bacterium(66.66666666666666)
Zotu398,1551,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(100.0);Haemophilus sputorum CCUG 13788(40.94090909090909)
Zotu399,1355,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Porphyromonadaceae(100.0);Porphyromonas(100.0);uncultured bacterium(56.258946608946616)
Zotu4,292678,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Corynebacteriales(100.00000000000001);Corynebacteriaceae(100.00000000000001);Corynebacterium(98.00000000000001);uncultured bacterium(72.00000000000001)
Zotu40,31552,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Clostridia(100.00000000000001);Peptostreptococcales-Tissierellales(100.00000000000001);Finegoldia(100.00000000000001);uncultured bacterium(96.00000000000001);unidentified(100.00000000000001)
Zotu400,1535,Bacteria(100.00000000000007);Proteobacteria(100.00000000000007);Gammaproteobacteria(100.00000000000007);Burkholderiales(100.00000000000007);Oxalobacteraceae(100.00000000000007);Herbaspirillum(99.33709273182966);Herbaspirillum huttiense(54.284351613299016)
Zotu401,1349,Bacteria(99.99999999999996);Firmicutes(99.99999999999996);Bacilli(99.99999999999996);Lactobacillales(99.99999999999996);Streptococcaceae(99.99999999999996);Streptococcus(99.99999999999996);Streptococcus anginosus(37.01575681869797)
Zotu402,1497,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Lactobacillales(100.0);Streptococcaceae(100.0);Streptococcus(100.0);Streptococcus anginosus(49.67867315665988)
Zotu403,1346,Bacteria(99.99999999999997);Bacteroidota(99.99999999999997);Bacteroidia(99.99999999999997);Bacteroidales(99.99999999999997);Porphyromonadaceae(99.99999999999997);Porphyromonas(99.99999999999997);uncultured bacterium(56.55905483405483)
Zotu404,228,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Alcaligenaceae(100.0);Achromobacter sp. AONIH1(71.50965909090907);unidentified(72.6556818181818)
Zotu405,1666,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Haemophilus(100.0);Haemophilus sputorum CCUG 13788(40.0)
Zotu406,1314,Bacteria(100.0);Spirochaetota(100.0);Spirochaetia(100.0);Spirochaetales(100.0);Spirochaetaceae(100.0);Treponema(100.0);Treponema denticola(24.90032679738563)
Zotu407,1428,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Alphaproteobacteria(100.00000000000001);Sphingomonadales(100.00000000000001);Sphingomonadaceae(100.00000000000001);Sphingomonas(100.00000000000001);uncultured bacterium(72.00000000000001)
Zotu408,1280,Bacteria(99.99999999999999);Actinobacteriota(99.99999999999999);Actinobacteria(99.99999999999999);Propionibacteriales(99.99999999999999);Propionibacteriaceae(99.99999999999999);Cutibacterium(99.99999999999999);uncultured bacterium(61.372104280308626)
Zotu410,1468,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Alloprevotella(100.00000000000001);uncultured bacterium(94.76746031746033)
Zotu411,1317,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(51.266666666666666)
Zotu412,1394,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(50.86666666666667)
Zotu413,1207,Bacteria(100.0);Spirochaetota(100.0);Spirochaetia(100.0);Spirochaetales(100.0);Spirochaetaceae(100.0);Treponema(100.0);Treponema sp. canine oral taxon 087(99.5)
Zotu414,1247,Bacteria(100.0);Proteobacteria(100.0);Alphaproteobacteria(100.0);Rhodobacterales(100.0);Rhodobacteraceae(100.0);uncultured(97.46666666666667);uncultured bacterium(47.266666666666666)
Zotu415,1386,Bacteria(100.00000000000004);Proteobacteria(100.00000000000004);Alphaproteobacteria(100.00000000000004);Sphingomonadales(100.00000000000004);Sphingomonadaceae(100.00000000000004);Sphingomonas(100.00000000000004);uncultured bacterium(23.341062172319628)
Zotu416,1539,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Pasteurellales(100.0);Pasteurellaceae(100.0);Actinobacillus(100.0);uncultured bacterium(45.008333333333326)
Zotu417,1529,Bacteria(99.99999999999997);Firmicutes(99.99999999999997);Clostridia(99.99999999999997);Peptostreptococcales-Tissierellales(99.99999999999997);Parvimonas(99.99999999999997);Parvimonas micra(40.20106983144133);unidentified(99.99999999999997)
Zotu418,1144,Bacteria(100.0);Spirochaetota(100.0);Spirochaetia(100.0);Spirochaetales(100.0);Spirochaetaceae(100.0);Treponema(100.0);Treponema sp. canine oral taxon 087(100.0)
Zotu419,1454,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Alloprevotella(100.0);uncultured bacterium(90.89476911976911)
Zotu420,1335,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pseudomonadales(100.00000000000001);Moraxellaceae(100.00000000000001);Acinetobacter(100.00000000000001);Acinetobacter baumannii(92.00000000000001)
Zotu421,1207,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Alphaproteobacteria(99.99999999999999);Sphingomonadales(99.99999999999999);Sphingomonadaceae(99.99999999999999);Sphingomonas(99.99999999999999);uncultured bacterium(21.720731618327854)
Zotu422,1303,Bacteria(99.99999999999997);Bacteroidota(99.99999999999997);Bacteroidia(99.99999999999997);Bacteroidales(99.99999999999997);Prevotellaceae(99.99999999999997);Prevotella(99.99999999999997);uncultured bacterium(84.17666281161307)
Zotu423,1249,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(53.16666666666668)
Zotu424,1219,Bacteria(99.99999999999994);Proteobacteria(99.99999999999994);Gammaproteobacteria(99.99999999999994);Pseudomonadales(99.99999999999994);Pseudomonadaceae(99.99999999999994);Pseudomonas(99.99999999999994);Pseudomonas oleovorans(31.41759777636285)
Zotu425,1042,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Anaerococcus(100.0);uncultured bacterium(96.44314981635804);unidentified(100.0)
Zotu426,1329,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Alphaproteobacteria(100.00000000000001);Sphingomonadales(100.00000000000001);Sphingomonadaceae(100.00000000000001);Sphingomonas(100.00000000000001);uncultured bacterium(72.00000000000001)
Zotu427,1182,Bacteria(100.00000000000004);Spirochaetota(100.00000000000004);Spirochaetia(100.00000000000004);Spirochaetales(100.00000000000004);Spirochaetaceae(100.00000000000004);Treponema(100.00000000000004);Treponema denticola(25.430564155486763)
Zotu43,29303,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Burkholderiales(100.00000000000001);Neisseriaceae(100.00000000000001);Neisseria(100.00000000000001);uncultured bacterium(82.00000000000001)
Zotu430,1201,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(53.7)
Zotu431,1146,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(52.800000000000004)
Zotu432,1466,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Prevotella(100.00000000000001);uncultured bacterium(98.89075369075371)
Zotu433,1126,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Burkholderiales(100.0);Burkholderiaceae(100.0);Lautropia(100.0);uncultured Lautropia sp.(93.76534872534884)
Zotu435,1208,Bacteria(99.99999999999994);Proteobacteria(99.99999999999994);Gammaproteobacteria(99.99999999999994);Alteromonadales(99.99999999999994);Marinobacteraceae(99.99999999999994);Marinobacter(99.99999999999994);uncultured Marinobacter sp.(15.030326637103807)
Zotu437,1298,Bacteria(100.00000000000003);Bacteroidota(100.00000000000003);Bacteroidia(100.00000000000003);Bacteroidales(100.00000000000003);Prevotellaceae(100.00000000000003);Prevotella(100.00000000000003);uncultured bacterium(87.01603993276353)
Zotu438,1014,Bacteria(100.0);Fusobacteriota(100.0);Fusobacteriia(100.0);Fusobacteriales(100.0);Leptotrichiaceae(100.0);uncultured(100.0);uncultured bacterium(78.16666666666666)
Zotu439,1084,Bacteria(100.00000000000047);Fusobacteriota(100.00000000000047);Fusobacteriia(100.00000000000047);Fusobacteriales(100.00000000000047);Fusobacteriaceae(100.00000000000047);Fusobacterium(100.00000000000047);uncultured bacterium(85.03785641916373)
Zotu44,28901,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Burkholderiales(100.00000000000001);Neisseriaceae(100.00000000000001);Neisseria(100.00000000000001);uncultured bacterium(82.00000000000001)
Zotu443,1097,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Alloprevotella(99.99999999999999);uncultured bacterium(59.44668387168388)
Zotu444,1219,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pseudomonadales(100.00000000000001);Moraxellaceae(100.00000000000001);Acinetobacter(100.00000000000001);Acinetobacter baumannii(92.00000000000001)
Zotu445,1451,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(99.16464646464647)
Zotu446,986,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Staphylococcales(100.0);Staphylococcaceae(100.0);Staphylococcus(100.0);Staphylococcus pasteuri(52.29016629640362)
Zotu447,1045,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Anaerococcus(100.0);uncultured bacterium(94.78916200375429);unidentified(100.0)
Zotu448,1048,Bacteria(99.99999999999996);Fusobacteriota(99.99999999999996);Fusobacteriia(99.99999999999996);Fusobacteriales(99.99999999999996);Fusobacteriaceae(99.99999999999996);Fusobacterium(99.99999999999996);uncultured bacterium(84.89071428571432)
Zotu449,1181,Bacteria(100.00000000000006);Proteobacteria(100.00000000000006);Gammaproteobacteria(100.00000000000006);Alteromonadales(100.00000000000006);Marinobacteraceae(100.00000000000006);Marinobacter(100.00000000000006);uncultured Marinobacter sp.(15.356797753689634)
Zotu45,29909,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);uncultured bacterium(58.720549765856866)
Zotu450,1092,Bacteria(100.00000000000006);Proteobacteria(100.00000000000006);Alphaproteobacteria(100.00000000000006);Sphingomonadales(100.00000000000006);Sphingomonadaceae(100.00000000000006);Sphingomonas(100.00000000000006);uncultured bacterium(22.379152921864353)
Zotu452,1041,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Burkholderiales(100.00000000000001);Burkholderiaceae(100.00000000000001);Lautropia(100.00000000000001);uncultured Lautropia sp.(93.5296109637489)
Zotu453,1539,Bacteria(99.99999999999996);Firmicutes(99.99999999999996);Clostridia(99.99999999999996);Peptostreptococcales-Tissierellales(99.99999999999996);Parvimonas(99.99999999999996);Parvimonas micra(39.842501420076765);unidentified(99.99999999999996)
Zotu454,1133,Bacteria(100.00000000000003);Bacteroidota(100.00000000000003);Bacteroidia(100.00000000000003);Bacteroidales(100.00000000000003);Prevotellaceae(100.00000000000003);Prevotella(100.00000000000003);uncultured bacterium(100.00000000000003)
Zotu455,1037,Bacteria(100.00000000000003);Firmicutes(100.00000000000003);Bacilli(100.00000000000003);Staphylococcales(100.00000000000003);Staphylococcaceae(100.00000000000003);Staphylococcus(100.00000000000003);Staphylococcus pasteuri(53.08864540068899)
Zotu456,833,Bacteria(100.00000000000003);Firmicutes(100.00000000000003);Bacilli(100.00000000000003);Lactobacillales(100.00000000000003);Streptococcaceae(100.00000000000003);Streptococcus(100.00000000000003);uncultured Streptococcus sp.(29.83861872471706)
Zotu457,1119,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Prevotella(99.99999999999999);uncultured bacterium(99.99999999999999)
Zotu458,1039,Bacteria(100.00000000000003);Proteobacteria(100.00000000000003);Alphaproteobacteria(100.00000000000003);Sphingomonadales(100.00000000000003);Sphingomonadaceae(100.00000000000003);Sphingomonas(100.00000000000003);uncultured bacterium(23.03883168602246)
Zotu46,29620,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Corynebacteriales(100.00000000000001);Corynebacteriaceae(100.00000000000001);Corynebacterium(100.00000000000001);uncultured bacterium(46.19217535118893)
Zotu460,1297,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Alloprevotella(100.0);uncultured bacterium(60.74751082251086)
Zotu461,1037,Bacteria(100.0);Fusobacteriota(100.0);Fusobacteriia(100.0);Fusobacteriales(100.0);Leptotrichiaceae(100.0);uncultured(100.0);uncultured bacterium(77.0)
Zotu463,1113,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured bacterium(53.93333333333334)
Zotu465,1104,Bacteria(100.0);Patescibacteria(100.0);Saccharimonadia(100.0);Saccharimonadales(100.0);uncultured bacterium(76.49642857142857);unidentified(100.0);unidentified(100.0)
Zotu466,1012,Bacteria(99.99999999999997);Bacteroidota(99.99999999999997);Bacteroidia(99.99999999999997);Flavobacteriales(99.99999999999997);Weeksellaceae(99.99999999999997);Bergeyella(99.99999999999997);uncultured bacterium(99.49259997039839)
Zotu467,1122,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Bacillales(100.00000000000001);Bacillaceae(100.00000000000001);Bacillus(100.00000000000001);Bacillus licheniformis(60.00000000000001)
Zotu468,872,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Micrococcales(100.0);Microbacteriaceae(100.0);Schumannella(98.53333333333339);Schumannella sp. b177(98.53333333333339)
Zotu469,1058,Bacteria(99.99999999999997);Bacteroidota(99.99999999999997);Bacteroidia(99.99999999999997);Bacteroidales(99.99999999999997);Porphyromonadaceae(99.99999999999997);Porphyromonas(99.99999999999997);uncultured bacterium(96.55850799820631)
Zotu470,1099,Bacteria(99.99999999999999);Patescibacteria(99.99999999999999);Saccharimonadia(99.99999999999999);Saccharimonadales(99.99999999999999);uncultured bacterium(73.08095238095238);unidentified(99.99999999999999);unidentified(99.99999999999999)
Zotu471,791,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Lactobacillales(100.0);Streptococcaceae(100.0);Streptococcus(100.0);uncultured Streptococcus sp.(29.72155107296927)
Zotu472,1153,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Corynebacteriales(100.00000000000001);Corynebacteriaceae(100.00000000000001);Corynebacterium(100.00000000000001);uncultured bacterium(99.76679353149943)
Zotu473,1000,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Staphylococcales(100.0);Gemellaceae(100.0);Gemella(100.0);uncultured bacterium(89.4606746398837)
Zotu474,1063,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Carnobacteriaceae(99.74085483161254);Granulicatella(99.74085483161254);uncultured bacterium(97.19122646215824)
Zotu475,1189,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Alteromonadales(100.0);Alteromonadaceae(100.0);Alteromonas(93.86623376623376);Alteromonas genovensis(54.37597402597401)
Zotu476,903,Bacteria(99.99999999999997);Bacteroidota(99.99999999999997);Bacteroidia(99.99999999999997);Flavobacteriales(99.99999999999997);Weeksellaceae(99.99999999999997);Bergeyella(99.99999999999997);uncultured bacterium(99.64783475783473)
Zotu477,963,Bacteria(100.0);Firmicutes(100.0);Bacilli(100.0);Staphylococcales(100.0);Gemellaceae(100.0);Gemella(100.0);uncultured bacterium(89.4851681329331)
Zotu478,972,Bacteria(100.0);Proteobacteria(100.0);Gammaproteobacteria(100.0);Oceanospirillales(100.0);Halomonadaceae(100.0);Halomonas(100.0);uncultured organism(31.96515344453197)
Zotu479,1113,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Bacillales(100.00000000000001);Bacillaceae(100.00000000000001);Bacillus(100.00000000000001);Bacillus licheniformis(60.00000000000001)
Zotu48,3165,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Oceanospirillales(99.99999999999999);Halomonadaceae(99.99999999999999);Halomonas(99.99999999999999);Halomonas hydrothermalis(35.602230378317344)
Zotu480,985,Bacteria(99.99999999999996);Firmicutes(99.99999999999996);Bacilli(99.99999999999996);Bacillales(99.99999999999996);Bacillaceae(99.99999999999996);Bacillus(99.99999999999996);Bacillus licheniformis(82.97959183673466)
Zotu481,845,Bacteria(100.00000000000003);Bacteroidota(100.00000000000003);Bacteroidia(100.00000000000003);Bacteroidales(100.00000000000003);Porphyromonadaceae(100.00000000000003);Porphyromonas(100.00000000000003);Porphyromonas gingivalis(75.0864698219714)
Zotu482,1063,Bacteria(99.99999999999943);Firmicutes(99.99999999999943);Bacilli(99.99999999999943);Bacillales(99.99999999999943);Bacillaceae(99.99999999999943);Bacillus(99.99999999999943);Bacillus licheniformis(87.44489795918327)
Zotu483,934,Bacteria(100.00000000000044);Proteobacteria(100.00000000000044);Gammaproteobacteria(100.00000000000044);Pasteurellales(100.00000000000044);Pasteurellaceae(100.00000000000044);Haemophilus(100.00000000000044);Haemophilus haemolyticus(82.85567071099756)
Zotu484,857,Bacteria(99.99999999999994);Bacteroidota(99.99999999999994);Bacteroidia(99.99999999999994);Bacteroidales(99.99999999999994);Porphyromonadaceae(99.99999999999994);Porphyromonas(99.99999999999994);Porphyromonas gingivalis(75.11689101172385)
Zotu485,1113,Bacteria(100.00000000000001);Actinobacteriota(100.00000000000001);Actinobacteria(100.00000000000001);Corynebacteriales(100.00000000000001);Corynebacteriaceae(100.00000000000001);Corynebacterium(100.00000000000001);uncultured bacterium(99.5222330283121)
Zotu486,892,Bacteria(100.00000000000003);Bacteroidota(100.00000000000003);Bacteroidia(100.00000000000003);Bacteroidales(100.00000000000003);Prevotellaceae(100.00000000000003);Alloprevotella(100.00000000000003);uncultured bacterium(49.173006848224254)
Zotu487,1155,Bacteria(99.99999999999996);Bacteroidota(99.99999999999996);Bacteroidia(99.99999999999996);Bacteroidales(99.99999999999996);Prevotellaceae(99.99999999999996);Prevotella(99.99999999999996);uncultured bacterium(96.2002682889881)
Zotu488,989,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Porphyromonadaceae(100.0);Porphyromonas(100.0);uncultured bacterium(97.91708653990426)
Zotu489,1215,Bacteria(99.99999999999999);Proteobacteria(99.99999999999999);Gammaproteobacteria(99.99999999999999);Alteromonadales(99.99999999999999);Alteromonadaceae(99.99999999999999);Alteromonas(90.88290043290041);Alteromonas genovensis(55.51872294372295)
Zotu49,23521,Bacteria(100.00000000000033);Actinobacteriota(100.00000000000033);Actinobacteria(100.00000000000033);Corynebacteriales(100.00000000000033);Corynebacteriaceae(100.00000000000033);Corynebacterium(100.00000000000033);Corynebacterium segmentosum(38.86265399857796)
Zotu490,1042,Bacteria(100.00000000000001);Deinococcota(100.00000000000001);Deinococci(100.00000000000001);Deinococcales(100.00000000000001);Deinococcaceae(100.00000000000001);Deinococcus(100.00000000000001);Deinococcus geothermalis DSM 11300(67.37142857142857)
Zotu491,847,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Micrococcales(100.0);Microbacteriaceae(100.0);Schumannella(99.19999999999999);Schumannella sp. b177(99.19999999999999)
Zotu492,844,Bacteria(100.0);Firmicutes(100.0);Clostridia(100.0);Peptostreptococcales-Tissierellales(100.0);Parvimonas(100.0);uncultured bacterium(57.50870240870248);unidentified(100.0)
Zotu493,707,Bacteria(100.00000000000001);Bacteroidota(100.00000000000001);Bacteroidia(100.00000000000001);Bacteroidales(100.00000000000001);Prevotellaceae(100.00000000000001);Prevotella(100.00000000000001);uncultured bacterium(58.22785612559175)
Zotu495,1094,Bacteria(100.00000000000001);Proteobacteria(100.00000000000001);Gammaproteobacteria(100.00000000000001);Pasteurellales(100.00000000000001);Pasteurellaceae(100.00000000000001);Haemophilus(100.00000000000001);uncultured organism(36.293734335839616)
Zotu496,981,Bacteria(99.99999999999999);Firmicutes(99.99999999999999);Bacilli(99.99999999999999);Lactobacillales(99.99999999999999);Carnobacteriaceae(99.67853350439556);Granulicatella(99.67853350439556);uncultured bacterium(96.59390853011543)
Zotu497,1090,Bacteria(99.99999999999996);Proteobacteria(99.99999999999996);Gammaproteobacteria(99.99999999999996);Pasteurellales(99.99999999999996);Pasteurellaceae(99.99999999999996);Haemophilus(99.99999999999996);uncultured organism(32.4375939849624)
Zotu5,274524,Bacteria(100.00000000000001);Firmicutes(100.00000000000001);Bacilli(100.00000000000001);Lactobacillales(100.00000000000001);Streptococcaceae(100.00000000000001);Streptococcus(100.00000000000001);uncultured bacterium(70.00000000000001)
Zotu50,23048,Bacteria(100.0);Actinobacteriota(100.0);Actinobacteria(100.0);Corynebacteriales(100.0);Corynebacteriaceae(100.0);Corynebacterium(100.0);Corynebacterium segmentosum(38.31965526980127)
Zotu501,1052,Bacteria(100.0);Firmicutes(100.0);Negativicutes(100.0);Veillonellales-Selenomonadales(100.0);Veillonellaceae(100.0);Negativicoccus(100.0);Negativicoccus massiliensis(71.53333333333333)
Zotu502,1001,Bacteria(100.0);Bacteroidota(100.0);Bacteroidia(100.0);Bacteroidales(100.0);Prevotellaceae(100.0);Prevotella(100.0);uncultured eubacterium E1-K14(45.16666666666667)
Zotu504,843,Bacteria(99.99999999999999);Bacteroidota(99.99999999999999);Bacteroidia(99.99999999999999);Bacteroidales(99.99999999999999);Prevotellaceae(99.99999999999999);Alloprevotella(99.99999999999999);uncultured bacterium(52.942810206519844)
