,P1.B.V1,P1.B.V2,P10.B.V1,P10.B.V2,P11.B.V1,P11.B.V2,P12.B.V1,P12.B.V2,P13.B.V1,P13.B.V2,P14.B.V1,P14.B.V2,P15.B.V1,P15.B.V2,P16.B.V1,P16.B.V2,P17.B.V1,P17.B.V2,P18.B.V1,P18.B.V2,P19.B.V1,P19.B.V2,P2.B.V1,P2.B.V2,P20.B.V1,P20.B.V2,P3.B.V1,P3.B.V2,P4.B.V1,P4.B.V2,P5.B.V1,P5.B.V2,P6.B.V1,P6.B.V2,P7.B.V1,P7.B.V2,P8.B.V1,P8.B.V2,P9.B.V1,P9.B.V2,P1.E.V1,P1.E.V2,P10.E.V1,P10.E.V2,P11.E.V1,P11.E.V2,P12.E.V1,P12.E.V2,P13.E.V1,P13.E.V2,P14.E.V1,P14.E.V2,P15.E.V1,P15.E.V2,P16.E.V1,P16.E.V2,P17.E.V1,P17.E.V2,P18.E.V1,P18.E.V2,P19.E.V1,P19.E.V2,P2.E.V1,P2.E.V2,P20.E.V1,P20.E.V2,P3.E.V1,P3.E.V2,P4.E.V1,P4.E.V2,P5.E.V1,P5.E.V2,P6.E.V1,P6.E.V2,P7.E.V1,P7.E.V2,P8.E.V1,P8.E.V2,P9.E.V1,P9.E.V2,P1.N.V1,P1.N.V2,P10.N.V1,P10.N.V2,P11.N.V1,P11.N.V2,P12.N.V1,P12.N.V2,P13.N.V1,P13.N.V2,P14.N.V1,P14.N.V2,P15.N.V1,P15.N.V2,P16.N.V1,P16.N.V2,P17.N.V1,P17.N.V2,P18.N.V1,P18.N.V2,P19.N.V1,P19.N.V2,P2.N.V1,P2.N.V2,P20.N.V1,P20.N.V2,P3.N.V1,P3.N.V2,P4.N.V1,P4.N.V2,P5.N.V1,P5.N.V2,P6.N.V1,P6.N.V2,P7.N.V1,P7.N.V2,P8.N.V1,P8.N.V2,P9.N.V1,P9.N.V2
Zotu347,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu348,0,0,1318,0,1,4,0,0,0,0,0,0,75,0,6,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu349,3,0,0,0,0,0,723,1,66,0,0,0,0,0,0,0,0,297,411,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,302,0,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,250,114,16,16,0,0,163,41,4474,9777,2263,738,0,1,1649,639,2515,3342,30,2,245,87,7090,1924,3,146,2,1,25,33,1,21,7,9,0,0,721,551,2,0
Zotu351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,15,213,0,0,19,0,0,0,0,0,157,62,16,9,15,13,14,18,22,13,6,43,11,17,1,1,7,0,9,7,13,17,2,3,12,60,19,18,0,404,236,25,24,26,72,85,12,77
Zotu352,0,0,1332,1,0,4,2,0,0,0,0,0,66,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu353,0,0,0,0,58,0,467,760,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,1,0,0,0,0,0,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Zotu354,0,0,0,0,0,0,261,495,0,0,0,0,0,0,15,33,58,762,4,0,20,31,200,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu355,27,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1340,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu357,0,0,0,0,0,0,1147,450,0,11,0,0,0,0,1,18,0,0,0,0,0,0,39,28,0,0,14,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,24,1,0,0,0,0,0,0,6,7,0,0,0,0,0,0
Zotu358,0,0,0,0,0,44,0,0,401,0,0,329,0,0,0,104,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,68,0,748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
Zotu359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,264,0,66,0,7,0,4,0,0,0,0,246,0,0,0,1,0,458,0,0,0,7,0,0,0,0,0,2,19,0,11,0,0,4,0,0,0,0,0,0,0,40,0,0,0,0,4,0,0,0,2,0,0,67,0,71,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,110,135,0
Zotu36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,328,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,238,115,9,10,0,0,180,41,4599,9493,2463,728,1,0,1516,665,2369,3294,12,2,209,85,6882,1894,4,153,3,3,26,38,4,25,7,6,0,0,642,522,0,0
Zotu360,0,1,0,0,0,0,1068,458,0,14,0,0,0,0,3,30,0,0,0,0,0,0,43,29,0,0,26,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,4,1,0,0,0,2,0,41,6,0,0,0,0,0,0,4,14,0,0,0,0,1,0
Zotu361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu365,0,0,820,0,32,53,335,177,0,0,0,0,0,0,0,2,223,0,0,0,23,0,18,0,0,0,0,0,0,0,0,0,8,41,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu366,0,0,319,476,0,0,176,0,0,0,0,0,0,0,0,0,283,0,2,0,103,83,5,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu368,0,0,691,0,110,87,0,0,0,0,0,0,0,0,0,0,258,30,93,22,0,29,273,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,29,3,0,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,11,20,0,0,0,8,3,0,0,3,0,0,0,0,0,0
Zotu369,4,0,0,99,43,7,0,0,0,0,0,0,0,0,0,0,0,97,265,0,408,228,210,0,0,0,0,0,0,0,0,0,66,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5782,0,0,0,0,0,2,3,0,0,0,0,1,0,509,0,0,0,0,0,0,0,3,53,2,0,0,0,0,0,0,1,0,0,5,0,0,215,316,3183,5360,0,1,54,6,967,5137,1378,1633,0,0,1507,1110,2042,1600,74,0,766,490,212,62,0,0,4,5,1,0,1,100,0,1,0,0,1209,114,0,0
Zotu370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu371,2,0,0,86,50,18,0,0,0,0,0,0,0,0,0,0,0,96,258,0,379,255,210,0,0,0,0,0,0,0,0,0,81,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu373,0,0,704,0,72,82,0,0,0,0,0,0,0,0,0,0,201,58,117,27,0,21,273,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,16,8,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,13,7,0,0,0,12,3,0,0,1,0,0,0,0,0,0
Zotu374,0,2,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,373,0,0,0,46,127,37,11,0,299,0,0,13,0,0,40,0,28,0,0,0,0,0,0,32,0,0,1,0,0,0,0,3,0,163,7,4,4,2,8,62,0,2,1,1,0,20,1,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,1,2,53,0,0,0,12,2,7,0,4,2,0,0
Zotu375,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,0,0,0,0,59,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,4,0,0,0,4,0,0,51,0,63,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,2,0,0,73,131,0
Zotu376,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,60,4,0,0,0,0,0,0,0,1,4,7,0,0,0,0,1,0,0,0,16,13,51,65,0,0,2,1,18,11,6,8,0,0,36,67,16,19,29,0,175,48,62,41,0,0,25,3,199,106,24,71,12,4,26,4,13,69,27,18
Zotu378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1282,0,0,1,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,17,0,0,0,0,0,28,22,6,22,0,0,23,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0
Zotu379,0,0,0,0,0,3,250,492,0,0,0,0,0,0,14,25,61,717,6,0,20,19,135,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu38,0,0,9,132,5,0,4,24,8,18,0,0,7,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,190,146,471,20,65,1516,19,1,1,8,19,31,15,2,3,10,2,0,1121,2,20,11,0,0,301,68,0,10,0,2,5,4,19,10,0,0,1,1,41,91,471,164,1866,1554,17,5,250,239,189,105,170,251,493,804,114,158,1202,70,1195,397,333,245,72,56,221,69,4751,4070,472,1939,430,157,672,432,217,247,999,1065
Zotu380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Zotu381,0,0,306,445,0,0,150,0,0,0,0,0,0,0,0,0,357,0,6,0,134,97,2,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu383,2,0,0,0,0,0,671,2,42,0,0,0,0,0,0,0,0,290,458,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu384,0,0,93,0,0,0,0,0,0,0,82,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,271,10,662,1260,0,22,18,6,334,237,13,8,4,737,148,195,74,771,0,0,7,0,648,8,0,0,14,9,0,1,1,65,2,2,51,186,1,5,1,65
Zotu386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,159,1,0,15,0,0,0,2,2,138,66,11,8,11,7,8,16,24,10,4,48,4,7,0,1,8,0,4,6,13,35,1,0,7,55,11,17,0,348,263,14,33,43,63,83,3,43
Zotu387,0,2,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,424,3,0,0,42,96,28,12,0,332,0,0,10,0,0,40,0,15,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,161,4,1,7,4,10,38,0,0,0,2,0,12,0,0,4,9,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,60,0,0,1,15,1,0,0,8,3,0,0
Zotu388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,11,743,1288,0,14,12,5,347,255,18,15,2,642,156,183,78,802,9,0,15,0,652,14,0,3,14,14,1,1,1,79,4,0,40,181,3,3,0,61
Zotu389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1223,0,0,1,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,9,1,0,0,0,0,24,27,6,18,0,0,16,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0
Zotu39,0,0,5,99,9,0,8,23,5,19,0,0,2,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,130,2,0,192,177,496,19,52,1434,4,1,2,7,8,22,9,2,0,5,0,0,1149,0,19,10,6,0,289,60,2,13,0,0,7,7,4,11,0,1,0,1,50,87,508,204,1800,1402,18,10,242,216,252,109,188,245,494,804,110,154,1140,71,1235,425,290,276,48,29,226,83,4553,3950,450,1966,561,152,675,386,213,253,1054,1225
Zotu391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu392,0,0,0,0,1220,3,0,21,0,0,0,0,44,0,0,0,0,0,12,0,0,55,28,61,0,0,0,28,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Zotu393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,1256,0,8,0,0,78,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu394,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,43,0,0,2,0,0,0,0,195,0,0,0,0,0,0,0,139,874,0,0,0,0,0,0,0,0,0,6,0,11,5,0,0,0,0,0,3,0,0,0,38,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu395,0,3,0,0,0,0,0,0,351,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,69,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0
Zotu397,0,0,108,0,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu398,0,5,135,0,2,0,245,0,0,0,0,0,0,0,0,0,824,81,16,0,64,94,0,0,0,0,0,0,0,0,0,0,43,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,8679,5,2,3747,6798,1,49,6,2,3,3,6,2,40,160,61,3,2,4,230,0,2,1,9,7,5,3,4,625,0,13,454,55,48,9,1,5,2491,774,370,268,26786,21292,744,390,9568,4444,3219,3397,31275,17116,4460,6917,859,4018,2841,402,15281,2808,31984,14050,68,29,2432,640,4706,4664,9436,17597,1666,503,144,119,7344,4696,2810,9013
Zotu40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002,0,0,0,0,0,2,1,2,0,0,0,1,0,537,0,1,0,0,0,0,0,1,41,0,0,0,0,0,1,0,0,0,0,2,0,0,212,241,2897,4722,0,0,54,16,936,4914,1088,1511,0,0,1490,1118,2086,1488,74,2,782,504,191,77,0,1,0,3,3,0,0,104,0,1,0,0,1285,160,0,1
