,P1.B.V1,P1.B.V2,P10.B.V1,P10.B.V2,P11.B.V1,P11.B.V2,P12.B.V1,P12.B.V2,P13.B.V1,P13.B.V2,P14.B.V1,P14.B.V2,P15.B.V1,P15.B.V2,P16.B.V1,P16.B.V2,P17.B.V1,P17.B.V2,P18.B.V1,P18.B.V2,P19.B.V1,P19.B.V2,P2.B.V1,P2.B.V2,P20.B.V1,P20.B.V2,P3.B.V1,P3.B.V2,P4.B.V1,P4.B.V2,P5.B.V1,P5.B.V2,P6.B.V1,P6.B.V2,P7.B.V1,P7.B.V2,P8.B.V1,P8.B.V2,P9.B.V1,P9.B.V2,P1.E.V1,P1.E.V2,P10.E.V1,P10.E.V2,P11.E.V1,P11.E.V2,P12.E.V1,P12.E.V2,P13.E.V1,P13.E.V2,P14.E.V1,P14.E.V2,P15.E.V1,P15.E.V2,P16.E.V1,P16.E.V2,P17.E.V1,P17.E.V2,P18.E.V1,P18.E.V2,P19.E.V1,P19.E.V2,P2.E.V1,P2.E.V2,P20.E.V1,P20.E.V2,P3.E.V1,P3.E.V2,P4.E.V1,P4.E.V2,P5.E.V1,P5.E.V2,P6.E.V1,P6.E.V2,P7.E.V1,P7.E.V2,P8.E.V1,P8.E.V2,P9.E.V1,P9.E.V2,P1.N.V1,P1.N.V2,P10.N.V1,P10.N.V2,P11.N.V1,P11.N.V2,P12.N.V1,P12.N.V2,P13.N.V1,P13.N.V2,P14.N.V1,P14.N.V2,P15.N.V1,P15.N.V2,P16.N.V1,P16.N.V2,P17.N.V1,P17.N.V2,P18.N.V1,P18.N.V2,P19.N.V1,P19.N.V2,P2.N.V1,P2.N.V2,P20.N.V1,P20.N.V2,P3.N.V1,P3.N.V2,P4.N.V1,P4.N.V2,P5.N.V1,P5.N.V2,P6.N.V1,P6.N.V2,P7.N.V1,P7.N.V2,P8.N.V1,P8.N.V2,P9.N.V1,P9.N.V2
Zotu298,0,0,67,0,0,2,2,35,0,0,0,1,0,0,119,0,751,6,0,0,1,0,0,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,34,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Zotu299,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,239,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,8193,4,0,3706,7341,1,44,3,7,1,2,2,0,28,182,59,5,5,2,251,1,1,3,6,20,1,2,3,653,1,21,493,83,53,5,4,13,2495,761,342,253,28345,21713,805,420,9772,4516,3115,3525,32795,17450,4694,6798,989,3980,3117,307,16417,2549,32839,14778,65,14,2552,546,4926,5088,9681,17741,1669,552,157,92,7471,5011,2990,8606
Zotu30,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,3,53,39,0,0,37,13,2,7,5,3,3,0,8618,15149,248,116,0,0,1248,10108,5,1,3,3,23,10,0,0,1,1,0,1,98,89,0,0,1,40
Zotu300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,2,0,1,1,2,0,0,0,0,3,133,17,0,0,0,0,2,0,6,0,0,0,28,0,122,13,21,0,0,4,0,0,3,2
Zotu301,0,3,504,0,4,0,0,0,0,0,9,0,0,52,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,277,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,2,0,0,0,0,0,5,0,646,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0
Zotu302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,3,0,1,0,2,3,0,0,0,6,3,147,14,0,0,0,0,2,2,2,0,0,2,27,0,116,5,12,0,0,1,5,0,3,0
Zotu303,0,0,0,0,1938,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu305,0,0,0,0,3,1039,276,325,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,16,16,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,692,114,0,124,16,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,80,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu307,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,612,0,0,1,0,0,232,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
Zotu308,0,0,0,0,0,0,0,0,111,135,18,290,55,25,0,0,0,0,2,2,99,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,46,65,0,282,0,0,0,4,198,0,0,0,0,0,170,0,19,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,45,2,0,0,0,0,3,0,5,0,0,15,20,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Zotu309,0,0,1914,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu31,0,4,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,1,0,0,3,2525,1446,0,0,0,6,0,0,0,0,0,1,0,0,12,7,27155,11123,45,163,0,0,1,1,0,0,0,1,39,29
Zotu310,0,0,393,0,0,13,0,0,0,62,0,0,0,0,454,17,121,113,0,0,0,0,247,461,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,183,15,0,0,0,0,0,0,87,23,0,0,0,0,43,0,0,0,0,0,0,0,0,0
Zotu311,0,0,67,0,3,1,1,45,0,0,0,0,0,0,123,0,776,4,0,0,0,3,8,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,32,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Zotu312,0,0,0,0,6,0,1413,212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,146,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Zotu313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu315,0,0,0,0,0,0,0,16,0,0,0,0,128,0,1680,11,1,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0
Zotu316,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18359,17083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu320,0,0,0,0,5,951,271,276,0,0,0,0,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,3,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,227,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,299,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,617,125,0,125,37,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,88,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu324,0,0,0,229,58,0,316,434,34,102,0,0,0,0,186,0,0,0,0,1,0,49,3,2,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,9,15,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu326,0,0,0,0,0,0,0,23,0,0,0,0,103,0,1606,5,2,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Zotu327,0,0,0,0,0,0,0,0,142,113,16,222,60,27,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,55,0,272,0,0,0,1,221,0,0,0,0,0,176,0,31,1,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,58,2,0,0,0,0,0,0,3,0,0,19,8,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Zotu328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,1,0,0,0,0,0,0,829,275,0,0,335,189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu329,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1390,99,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Zotu33,0,1,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,2,0,0,0,0,0,4,2279,1517,0,0,0,3,0,0,0,0,0,1,1,0,5,6,27437,9079,59,149,0,0,1,1,0,0,0,0,29,36
Zotu330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu331,0,0,0,0,0,0,1580,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu332,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,158,0,0,15,0,0,13,121,7,0,0,0,0,0,1,0,1,0,0,0,699,0,0,0,0,0,50,0,15,0,210,0,0,14,0,0,0,0,0,198,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,73,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0
Zotu333,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,1270,341,0,0,0,0,15,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Zotu334,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,172,0,0,25,0,0,16,74,6,0,0,0,0,0,2,0,3,0,0,0,773,0,0,0,0,0,52,0,33,0,211,0,0,20,0,0,0,2,0,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,1,6,0,0,4,0,1,0,0,0,1,0
Zotu335,0,0,0,0,40,0,113,0,0,0,0,0,56,0,0,0,3,78,26,87,0,58,2053,14,0,0,0,0,0,0,0,0,27,5,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
Zotu336,0,0,0,0,2,0,1278,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,113,14,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,879,256,0,0,269,188,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,17313,15904,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,145,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu341,0,0,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu342,0,0,0,232,53,0,341,517,32,85,0,0,0,0,213,0,0,0,0,1,0,36,0,1,0,0,0,0,0,0,0,0,8,8,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu343,0,0,0,0,53,0,147,1,0,0,0,0,47,0,0,0,5,97,36,84,0,47,1903,12,0,0,0,0,0,0,0,0,31,5,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,37,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0
Zotu344,0,0,0,0,0,0,24,0,0,0,0,0,0,0,7,0,1239,347,0,0,0,0,4,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0
Zotu346,0,0,704,0,43,55,422,178,0,0,0,0,0,0,0,2,249,0,0,0,35,0,10,0,0,0,0,0,0,0,0,0,19,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
